metric,label,mean,median,std
label_correlation,false,0.4093333333333334,0.33,0.14626224283170594
label_correlation,half_true,0.8299999999999996,0.83,3.387607712450221e-16
label_correlation,mostly_false,0.8299999999999996,0.83,3.387607712450221e-16
label_correlation,mostly_true,0.6700000000000004,0.67,3.38962354584043e-16
label_correlation,pof,0.398,0.33,0.1383249547386453
label_correlation,true,0.6586666666666671,0.67,0.06207522318391882
layman_xai_truthfulness,false,0.6756666666666665,0.71,0.18322180515718503
layman_xai_truthfulness,half_true,0.7706666666666666,0.71,0.12963964201435144
layman_xai_truthfulness,mostly_false,0.6993333333333334,0.71,0.16966362935655002
layman_xai_truthfulness,mostly_true,0.59,0.57,0.21192990755031652
layman_xai_truthfulness,pof,0.6233333333333333,0.57,0.16522363806281667
layman_xai_truthfulness,true,0.719,0.71,0.19320080673780307
short_assessment_truthfulness,false,0.5,0.5,0.5085476277156078
short_assessment_truthfulness,half_true,0.7666666666666667,1.0,0.43018306715207627
short_assessment_truthfulness,mostly_false,0.6551724137931034,1.0,0.48372528131497444
short_assessment_truthfulness,mostly_true,0.5862068965517241,1.0,0.5012300141587652
short_assessment_truthfulness,pof,0.4482758620689655,0.0,0.5061201788784757
short_assessment_truthfulness,true,0.5666666666666667,1.0,0.5040069329937308
technical_assessment_clarity,false,0.4666666666666667,0.0,0.5074162634049248
technical_assessment_clarity,half_true,0.6,1.0,0.4982728791224399
technical_assessment_clarity,mostly_false,0.6666666666666666,1.0,0.4794633014853841
technical_assessment_clarity,mostly_true,0.6206896551724138,1.0,0.49380397379124
technical_assessment_clarity,pof,0.7333333333333333,1.0,0.4497764451088036
technical_assessment_clarity,true,0.6666666666666666,1.0,0.47946330148538413
technical_xai_clarity,false,0.42033333333333317,0.43,0.1379276005319666
technical_xai_clarity,half_true,0.5379999999999999,0.57,0.1804094958889264
technical_xai_clarity,mostly_false,0.49066666666666664,0.43,0.10191048585124485
technical_xai_clarity,mostly_true,0.45862068965517233,0.43,0.14749634712016801
technical_xai_clarity,pof,0.5276666666666666,0.57,0.1547118196080596
technical_xai_clarity,true,0.547,0.57,0.14353060469028417
xai_description_truthfulness,false,0.4816666666666666,0.43,0.12561801247222176
xai_description_truthfulness,half_true,0.5053333333333333,0.43,0.1650858362589999
xai_description_truthfulness,mostly_false,0.47199999999999986,0.43,0.13830002368663621
xai_description_truthfulness,mostly_true,0.48379310344827575,0.43,0.17495741916868654
xai_description_truthfulness,pof,0.5476666666666666,0.57,0.1540417169948214
xai_description_truthfulness,true,0.5376666666666666,0.57,0.14635062605648952
